Cust ID,MOB,MaxBalanceAmt,CntPurchActMth,TotFinCharge,PctOnlineTrans,PctPromoSale,PayToBalRatio,PctOfflinePymt,CntActiveCards
C#26666943378029,155,211.81,3,12.13,0.641104,0.20279,0.20279,0.016625,3
C#42089629041353,253,295.17,4,25.51,0.134199,0.301451,0.301451,0.533954,2
C#44193249596345,100,189.15,3,12.95,0.80281,0.185766,0.185766,0.022256,2
C#49706776176302,147,141.74,2,19.42,0.573125,0.274253,0.274253,0.013525,2
C#41400858770480,115,377,3,52.34,0.573261,0.083593,0.083593,0.014373,9
C#67690541841248,154,276.07,4,8.8,0.140632,0.214924,0.214924,0.46403,2
C#71995910162530,140,105.21,2,1.1,0.44877,0.096999,0.096999,0.012586,2
C#13796537046433,115,155.46,2,21.68,0.509812,0.159982,0.159982,0.012673,2
C#86716318162524,166,80.41,1,1.28,0.328412,0.14839,0.14839,0.009543,2
C#7812294615959,154,156.41,1,1.02,0.53432,0.097325,0.097325,0.008743,2
C#48793254583893,79,286.67,6,34.34,0.184301,0.258649,0.258649,0.020843,6
C#50467132777734,124,221.27,4,20.23,0.724126,0.202552,0.202552,0.01183,2
C#57482144899006,138,261.08,3,13.5,0.374755,0.16653,0.16653,0.012294,2
C#9586935630227,231,332.74,3,23.78,0.107656,0.191348,0.191348,0.406542,1
C#43723607814122,115,231.48,1,10.66,0.379696,0.207566,0.207566,0.019191,3
C#80744098124518,69,149.98,1,1.46,0.252929,0.125642,0.125642,0.0086,2
C#34300113549113,149,1216.99,8,313.32,0.300147,0.125963,0.125963,0.067512,8
C#18511789338707,213,1610.24,7,148.3,0.411298,0.166666,0.166666,0.092353,5
C#979075157997,135,180.21,4,12.88,0.364371,0.151859,0.151859,0.012811,3
C#17190008313569,142,238.8,5,18.13,0.099513,0.181136,0.181136,0.45834,3
C#85571954138548,279,232.5,9,12.36,0.33511,0.72283,0.72283,0.047783,4
C#43246478766751,144,203.86,2,6.53,0.237689,0.134491,0.134491,0.013935,3
C#91545541845516,79,186.64,3,22.7,0.340243,0.241082,0.241082,0.016532,2
C#93965499809072,162,115.21,4,9.31,0.657,0.09622,0.09622,0.014028,2
C#68930586492378,84,161.96,3,21.17,0.532053,0.114026,0.114026,0.008253,2
C#29652406638921,180,200.54,2,15.44,0.559207,0.147214,0.147214,0.013433,3
C#81495417364794,220,269.4,7,14.33,0.362511,0.40765,0.40765,0.063657,4
C#53901871979121,94,216.67,2,19.05,0.253543,0.179114,0.179114,0.011275,2
C#93789105296305,120,347.72,4,47.69,0.206008,0.107544,0.107544,0.031095,3
C#3176859937066,71,298.58,3,9.47,0.545699,0.13111,0.13111,0.016946,2
C#89086489110685,123,499.22,5,45.79,0.322736,0.120133,0.120133,0.023359,7
C#26241807343665,98,1982.8,8,197.94,0.575773,0.12863,0.12863,0.099469,6
C#22134128035441,121,248.56,3,5.33,0.244946,0.211754,0.211754,0.017946,2
C#21796708427521,201,2144.83,11,91.91,0.383732,0.222244,0.222244,0.089263,3
C#3681673037143,250,163.81,8,7.06,0.243192,0.589116,0.589116,0.054892,2
C#87984844277948,169,77.95,1,1.41,0.552693,0.107332,0.107332,0.006182,3
C#91192132554260,152,313.5,3,15.42,0.080167,0.25244,0.25244,0.518137,2
C#18211585783451,151,94.05,3,16.51,0.522153,0.200752,0.200752,0.005948,1
C#57347899586139,118,1924.46,10,233.97,0.503528,0.147449,0.147449,0.103214,6
C#47673288998503,110,165.33,1,1.54,0.186258,0.111202,0.111202,0.006878,2
C#79485188506264,146,547.95,5,61.04,0.272946,0.091003,0.091003,0.029559,6
C#65236435726574,157,64.5,1,1.59,0.427688,0.079287,0.079287,0.007862,3
C#45929907625246,154,119.68,1,1.01,0.513787,0.056822,0.056822,0.005262,3
C#5558353268885,161,315.24,4,51.29,0.502537,0.194574,0.194574,0.021979,10
C#80442259682157,97,137.96,2,17.83,0.578252,0.142732,0.142732,0.005854,1
C#87979183642741,103,259.23,2,13.29,0.487355,0.10152,0.10152,0.017128,2
C#63517349857223,170,277.12,4,24.9,0.162699,0.195607,0.195607,0.343446,2
C#84970817567170,147,2715.06,13,346.98,0.334789,0.097561,0.097561,0.093765,4
C#18907381805802,132,272.24,9,15.77,0.194994,0.43687,0.43687,0.061403,3
C#67048852309658,200,311.13,4,17.15,0.093545,0.199172,0.199172,0.452445,4
C#56551521384328,196,239.54,5,56.44,0.505489,0.197951,0.197951,0.013292,5
C#89595096538203,210,304.23,5,34.91,0.165193,0.24718,0.24718,0.445796,4
C#50538261043165,217,1099.79,10,271.53,0.480149,0.104203,0.104203,0.065384,6
C#74278526701404,213,222.84,2,8.27,0.350147,0.268993,0.268993,0.014283,3
C#84146949300344,197,72.42,9,9.31,0.37545,0.5205,0.5205,0.045546,3
C#3191884943153,114,96.97,2,1.92,0.2309,0.044646,0.044646,0.01026,2
C#54887189179360,101,288.62,4,40.67,0.489773,0.260961,0.260961,0.016657,8
C#45777664950819,203,431.33,11,12.71,0.269495,0.558916,0.558916,0.055795,4
C#9072392611126,131,158.62,2,13.71,0.556822,0.217402,0.217402,0.017378,2
C#25354805163670,137,197.75,3,15.46,0.578322,0.287601,0.287601,0.012886,1
C#34685898983652,148,372.72,6,13.93,0.129146,0.147548,0.147548,0.412629,3
C#72974182775049,120,183.22,3,12.93,0.550434,0.208583,0.208583,0.011973,1
C#82180675585324,128,193.09,1,8.99,0.560051,0.261745,0.261745,0.010804,2
C#31028655457979,120,207.78,3,15.39,0.133877,0.133783,0.133783,0.38191,3
C#76037335033601,223,1277.28,8,231.27,0.326036,0.171839,0.171839,0.072889,4
C#89561099449775,168,372.1,2,11.94,0.147396,0.212385,0.212385,0.225732,4
C#94157721173594,188,501.98,5,17.12,0.095395,0.340345,0.340345,0.318694,4
C#51789027455780,188,177.25,3,18.2,0.534591,0.285488,0.285488,0.010494,2
C#26327748705978,220,1230.92,7,207.46,0.405629,0.115619,0.115619,0.083805,5
C#3945796397818,169,126.41,2,1.37,0.69694,0.12367,0.12367,0.003401,2
C#56781174348237,153,338.46,5,21.82,0.156873,0.272406,0.272406,0.401312,4
C#1644664513546,77,690.43,4,35.07,0.501912,0.191742,0.191742,0.028859,10
C#86213623308198,224,124.75,6,17.24,0.243177,0.930686,0.930686,0.056694,3
C#60850850257802,202,158.13,1,1.39,0.399691,0.154386,0.154386,0.008697,1
C#70069686609203,156,536.13,2,39.54,0.303757,0.323277,0.323277,0.03007,9
C#37350832348078,223,359.25,10,16.2,0.251077,0.556595,0.556595,0.074801,3
C#61305613571095,157,366,7,12.54,0.218922,0.581749,0.581749,0.051179,3
C#19694253440022,237,259.56,5,26.5,0.061556,0.240002,0.240002,0.35048,3
C#10430061655453,75,243.43,2,13.45,0.602409,0.259855,0.259855,0.016941,1
C#46038083211668,131,93.66,1,1.47,0.692683,0.134839,0.134839,0.009998,3
C#27169483904612,152,234.16,4,25.48,0.128814,0.179289,0.179289,0.354538,3
C#54788893855785,295,327.22,3,14.58,0.119186,0.344126,0.344126,0.494734,4
C#34902517798383,185,128.38,3,14.88,0.606945,0.193807,0.193807,0.016826,2
C#65167062555849,111,154.49,2,13.13,0.48037,0.156477,0.156477,0.013357,2
C#32401130814642,200,361.66,6,17.72,0.314208,0.884591,0.884591,0.076735,3
C#37136139109041,100,194.2,3,14.12,0.382117,0.135615,0.135615,0.009494,2
C#32334458725555,121,245.9,4,16.33,0.535615,0.200017,0.200017,0.020058,2
C#92061867720434,209,248.93,3,18.29,0.140453,0.250152,0.250152,0.399553,3
C#32956933080621,176,129.29,2,15.05,0.398613,0.223724,0.223724,0.008313,2
C#3958639135980,102,256.44,3,17.35,0.444135,0.16847,0.16847,0.016362,1
C#7304385124851,123,46.94,2,1.51,0.504549,0.093812,0.093812,0.008588,2
C#24267803882182,98,207.25,0,8.61,0.607842,0.209604,0.209604,0.012875,2
C#6823009932363,144,110.59,1,0.91,0.562733,0.179416,0.179416,0.006789,1
C#85578573629937,196,265.5,6,21.39,0.084637,0.244653,0.244653,0.394871,4
C#79411240230968,157,1716.57,8,174.32,0.258766,0.093681,0.093681,0.100101,6
C#5155629357594,156,122.83,1,0.77,0.555839,0.088778,0.088778,0.009201,3
C#32618446240361,149,114.07,1,0.63,0.452444,0.120261,0.120261,0.007336,3
C#31667347791,105,201.55,4,42.14,0.447998,0.182631,0.182631,0.035676,9
C#9406701265615,180,139.36,1,0.76,0.597979,0.129035,0.129035,0.008454,4
C#92307278449971,156,151.79,2,12.36,0.620107,0.188887,0.188887,0.008395,2
C#19870076024048,205,805.9,6,293.09,0.484658,0.154714,0.154714,0.094152,7
C#46740587200992,160,347.27,4,18.9,0.543483,0.186534,0.186534,0.024929,9
C#5087370499476,137,209.79,4,14.49,0.675561,0.16939,0.16939,0.005048,3
C#67968312333893,95,211.79,4,15.73,0.42882,0.249264,0.249264,0.011187,1
C#368516300138,252,1325.1,3,262.54,0.42314,0.18822,0.18822,0.101764,3
C#14231338574351,120,78.33,2,1.41,0.561999,0.107926,0.107926,0.008479,2
C#50579334872651,224,265.22,5,24.55,0.105459,0.161033,0.161033,0.223451,3
C#90885894320735,120,229.06,2,14.97,0.629889,0.237352,0.237352,0.014162,2
C#38209930487465,142,1132.02,12,132.34,0.46679,0.155899,0.155899,0.092124,5
C#42543121933802,112,138.34,2,0.7,0.387655,0.120643,0.120643,0.008017,1
C#62587565365175,223,317.99,5,21.69,0.122506,0.282522,0.282522,0.245606,3
C#57049287096742,140,2150.76,7,263.63,0.545678,0.204954,0.204954,0.066652,3
C#16409886903454,77,104.28,2,1.58,0.374529,0.116077,0.116077,0.006097,2
C#33054643275074,37,173.76,2,14.13,0.762924,0.183888,0.183888,0.012695,3
C#89967265078799,86,183.13,3,15.9,0.47529,0.215534,0.215534,0.016719,2
C#36897059924028,137,251.25,2,18.25,0.074269,0.206464,0.206464,0.352821,3
C#18436086089487,176,363.07,12,13.53,0.399315,0.846594,0.846594,0.086867,4
C#95901143670540,152,170.42,4,17.13,0.625237,0.223888,0.223888,0.014164,3
C#8698090448631,220,874.55,4,367.9,0.256315,0.18201,0.18201,0.086715,5
C#1984381138846,75,341.89,4,20.86,0.087278,0.061982,0.061982,0.336449,3
C#73339971077477,118,149.53,4,15.79,0.729173,0.238145,0.238145,0.015517,3
C#91986677356955,155,193.95,2,13.52,0.292815,0.169145,0.169145,0.013563,2
C#34996410470078,229,1711.58,9,194.26,0.393047,0.21594,0.21594,0.124185,4
C#2765667955422,87,393.45,2,22.71,0.241588,0.17561,0.17561,0.027668,9
C#20155442225689,134,392.03,2,45.58,0.381199,0.214018,0.214018,0.014435,8
C#20244735920302,130,431.15,6,47.34,0.150757,0.230814,0.230814,0.022495,10
C#73098404404465,218,297.37,9,13.45,0.409018,0.569442,0.569442,0.060728,3
C#52576608100621,244,361.48,2,16.42,0.168885,0.312982,0.312982,0.414153,2
C#65141389982187,185,236.09,4,13.84,0.143829,0.283667,0.283667,0.456147,4
C#63209871884251,131,148.37,4,17.42,0.387749,0.107153,0.107153,0.020513,1
C#89083480449361,152,171.77,4,15.03,0.45871,0.138282,0.138282,0.008693,2
C#92056923204148,114,90.13,2,0.85,0.283728,0.058344,0.058344,0.009718,2
C#58379782564987,159,240.01,7,10.91,0.22941,0.859437,0.859437,0.038781,3
C#10223578435171,147,361.53,7,11.39,0.384219,0.548731,0.548731,0.041489,2
C#65097069590980,166,1663.96,6,213.17,0.356347,0.183398,0.183398,0.104823,6
C#93235380643456,234,61.35,11,17.02,0.229047,0.406226,0.406226,0.0641,2
C#19468659457781,121,105.77,1,1.07,0.53985,0.085748,0.085748,0.009035,2
C#4137413734373,100,155.77,1,1.33,0.356543,0.085691,0.085691,0.010943,1
C#53752116112132,181,495.37,5,25.4,0.472649,0.17144,0.17144,0.024815,9
C#24408659899507,140,315.46,2,35.81,0.367296,0.156754,0.156754,0.030287,12
C#909420757963,151,86.9,1,1.36,0.408038,0.084949,0.084949,0.009587,3
C#42613663860155,158,237.89,6,11.93,0.356244,0.629924,0.629924,0.072921,3
C#44625454148162,106,139.25,4,12.7,0.396622,0.168852,0.168852,0.014964,2
C#44149999577757,149,244.67,4,16.1,0.536137,0.250922,0.250922,0.009755,2
C#52556869046359,176,558.7,3,47.99,0.365334,0.247083,0.247083,0.038311,7
C#66106461259784,110,231.73,2,12.92,0.705476,0.114484,0.114484,0.016823,1
C#67977699827618,66,1001.12,4,229.14,0.536482,0.222524,0.222524,0.049529,4
C#21886789058226,257,450.15,9,11.8,0.349315,0.934362,0.934362,0.050389,3
C#92332191896571,129,99.13,1,1.39,0.500937,0.187485,0.187485,0.009216,3
C#70631699972508,173,377.05,4,46.34,0.386633,0.06824,0.06824,0.016812,7
C#1496511720442,113,278.38,2,14.69,0.168579,0.286561,0.286561,0.366942,4
C#61089369009852,104,281.9,2,12.42,0.608833,0.187503,0.187503,0.011223,2
C#59828127927894,123,433.79,4,42.73,0.562904,0.104591,0.104591,0.031517,11
C#13333767036585,93,178.54,4,11.47,0.251334,0.182896,0.182896,0.018914,4
C#68201700057658,143,269.64,4,57.13,0.526382,0.147548,0.147548,0.022454,12
C#66496068523944,168,172.91,2,16.55,0.467131,0.189426,0.189426,0.00871,2
C#17371779023589,134,321.82,5,49.32,0.585412,0.075966,0.075966,0.022209,8
C#14122378080960,98,407.46,2,36.43,0.440998,0.209679,0.209679,0.030671,11
C#17930341289322,83,180.55,2,1.09,0.410077,0.137177,0.137177,0.009353,3
C#51715835231678,294,317.6,10,7.1,0.364344,0.851202,0.851202,0.05401,3
C#16088343237525,142,78.87,1,1.28,0.35214,0.061732,0.061732,0.004584,1
C#16067587348032,142,233.43,1,11.13,0.565846,0.102829,0.102829,0.013329,1
C#60620929563309,143,1871.49,7,305.51,0.435352,0.091933,0.091933,0.113113,6
C#51416705869559,150,118.77,7,7.32,0.248958,0.834389,0.834389,0.062874,5
C#85256910311880,104,316.53,3,10.02,0.229709,0.142036,0.142036,0.015678,1
C#6508112481207,107,119.9,2,1.06,0.129002,0.085587,0.085587,0.005292,2
C#26368754691196,149,1152.48,7,353.28,0.288178,0.168321,0.168321,0.076825,7
C#92824632383158,227,1781.9,2,245.96,0.239002,0.169887,0.169887,0.094767,4
C#59654564449380,129,229.7,5,21,0.122503,0.212415,0.212415,0.341409,3
C#35508137314036,109,91.44,2,1.3,0.275197,0.106503,0.106503,0.010394,2
C#17187247009247,84,430.51,6,51.67,0.452733,0.183146,0.183146,0.041759,8
C#99988524853873,144,207.17,4,22.87,0.400318,0.124478,0.124478,0.011921,2
C#71841665494532,105,225.99,4,15.42,0.841182,0.278704,0.278704,0.010168,1
C#12779842464641,95,174.38,2,11.38,0.479972,0.225064,0.225064,0.017752,0
C#93024575994152,162,345.24,7,3.77,0.240084,0.706399,0.706399,0.064334,4
C#33988986637055,89,282.81,2,10.08,0.346397,0.149215,0.149215,0.012194,2
C#13180412590554,127,225.32,3,16.9,0.429706,0.156749,0.156749,0.01695,2
C#48154488242352,160,409.45,3,51.83,0.42947,0.363259,0.363259,0.015908,8
C#78742793054514,229,204.96,6,13.11,0.302409,0.653779,0.653779,0.063223,3
C#50159611173143,284,171.69,8,5.22,0.360243,0.809412,0.809412,0.07327,4
C#26710732722319,36,435.55,5,39.82,0.551199,0.192652,0.192652,0.01684,7
C#62372884864878,63,444.24,5,43.68,0.544426,0.237439,0.237439,0.03396,8
C#22535344264632,157,1878.45,8,272.43,0.598766,0.100442,0.100442,0.099273,5
C#70769352151397,119,161.81,1,16.85,0.533264,0.113548,0.113548,0.015279,2
C#43728223302591,159,78.79,1,11.59,0.333964,0.263169,0.263169,0.003426,2
C#57063485935786,102,274.02,3,7.08,0.574459,0.199432,0.199432,0.01482,2
C#27474688894788,172,140.35,8,10.25,0.477973,0.420076,0.420076,0.048504,3
C#77240874409339,195,316.06,3,16.09,0.161201,0.211884,0.211884,0.319039,3
C#60508837762918,192,211,5,6.53,0.157414,0.263139,0.263139,0.281717,2
C#23638274525001,148,217.27,2,15.86,0.573564,0.192081,0.192081,0.017415,3
C#2387871269167,184,124.39,3,7.1,0.223762,0.274584,0.274584,0.015799,1
C#62531841490455,121,956.23,4,281.11,0.350678,0.15234,0.15234,0.053627,4
C#28546582120161,115,91.78,2,1.41,0.451858,0.091966,0.091966,0.008801,3
C#69419942300628,134,330.82,4,54.81,0.652405,0.19374,0.19374,0.022563,7
C#33152486352310,166,241.99,3,14.69,0.427426,0.213172,0.213172,0.01601,2
C#50554425097744,114,279.4,6,35.11,0.459656,0.300914,0.300914,0.022958,9
C#63713334492152,197,256.96,10,7.58,0.324991,0.548674,0.548674,0.059714,4
C#21889101676915,53,242.7,3,15.75,0.596826,0.222661,0.222661,0.017474,2
C#35456293960830,162,118.05,3,8.55,0.461616,0.2126,0.2126,0.014187,3
C#70055591847300,148,332.41,3,24.6,0.103266,0.216662,0.216662,0.454054,3
C#31662391600622,213,263.22,6,8.47,0.603718,0.929118,0.929118,0.043353,4
C#79427086197935,74,597.24,3,33.53,0.275941,0.160592,0.160592,0.042841,9
C#33993789615559,131,226.24,3,18.3,0.208687,0.113589,0.113589,0.010237,2
C#86112831873505,125,88.08,1,1.29,0.220029,0.174009,0.174009,0.009184,3
C#7841567564567,113,243.17,4,20.35,0.117836,0.224187,0.224187,0.285995,5
C#99025192476917,245,314.47,4,31.62,0.095212,0.295228,0.295228,0.3924,4
C#90860483494171,164,74.06,2,1.29,0.632283,0.115422,0.115422,0.008183,2
C#73579686515504,205,247.1,1,21.29,0.18164,0.194948,0.194948,0.316017,3
C#68692713959825,156,241.98,1,8.14,0.418549,0.14435,0.14435,0.015383,2
C#12705382864177,57,372.62,7,12.56,0.555425,0.471316,0.471316,0.046772,3
C#50455037554697,186,152.6,3,20.64,0.112463,0.17456,0.17456,0.243666,3
C#41215744549104,91,192.71,8,16.8,0.427089,0.893197,0.893197,0.078199,4
C#27698350149805,83,132.54,1,1.48,0.567446,0.054879,0.054879,0.011113,2
C#25559289184793,124,158.31,1,0.93,0.489321,0.105917,0.105917,0.009508,3
C#73670283380132,225,267.85,9,14.34,0.384987,0.725585,0.725585,0.084665,2
C#80665426379547,112,82.23,1,0.83,0.78055,0.099965,0.099965,0.008199,3
C#86779399146719,145,327.74,6,41.74,0.587525,0.222469,0.222469,0.015891,7
C#95482604287650,313,367.36,3,21.39,0.130546,0.183108,0.183108,0.318406,2
C#89184446991033,113,227.57,4,14.7,0.543108,0.211131,0.211131,0.021093,2
C#29236200868655,215,217.14,3,12.49,0.116728,0.266384,0.266384,0.223649,2
C#16979717739179,133,318.04,3,6.14,0.33092,0.172833,0.172833,0.015968,2
C#38188705316847,236,421.81,10,11.78,0.393574,0.947521,0.947521,0.066091,3
C#64207384095493,79,493.03,4,48.26,0.4269,0.239513,0.239513,0.017569,10
C#18855919611389,262,258.87,3,22.48,0.140831,0.055076,0.055076,0.478969,2
C#71429901187316,105,59.02,1,0.81,0.228966,0.102093,0.102093,0.007141,2
C#45182253047166,124,111.76,1,0.9,0.359225,0.15978,0.15978,0.007196,1
C#85810765645643,163,246.65,3,11.21,0.645745,0.192873,0.192873,0.018724,2
C#79989265655954,221,385.01,3,20.03,0.123487,0.238221,0.238221,0.279534,2
C#96055708857654,96,183.97,3,11.53,0.512492,0.210006,0.210006,0.021284,2
C#49518018713917,244,190.82,3,20.87,0.08142,0.343039,0.343039,0.360818,5
C#18862044618125,202,238.97,3,15.33,0.105219,0.215805,0.215805,0.274252,3
C#86630333034753,135,88.16,1,1.35,0.51487,0.09679,0.09679,0.009281,3
C#12570438777031,122,179.57,4,21.73,0.526524,0.185875,0.185875,0.014783,2
C#66060922772862,74,578.32,7,25.41,0.412897,0.172248,0.172248,0.019401,13
C#90472625255000,189,199.87,10,10.61,0.250633,0.859913,0.859913,0.085297,3
C#4857465031342,143,196.43,3,13.83,0.552152,0.111182,0.111182,0.021779,2
C#88673473881189,205,191.99,5,14.78,0.637082,0.120136,0.120136,0.016159,3
C#98871901974247,147,235.9,3,24.1,0.618022,0.236874,0.236874,0.018463,2
C#28069325220512,126,192.34,2,12.81,0.62492,0.139237,0.139237,0.008645,1
C#59866322205036,207,155.89,3,16.84,0.084716,0.250102,0.250102,0.68052,3
C#46000455866012,171,307.01,4,25.24,0.146248,0.20673,0.20673,0.484398,4
C#20339561804076,165,1763.2,9,296.86,0.490014,0.158523,0.158523,0.096139,5
C#43186136129880,195,490.7,2,48.23,0.471378,0.197563,0.197563,0.019738,8
C#97194072550574,225,261.54,3,25.8,0.124444,0.315091,0.315091,0.388511,2
C#61263645843814,131,89.99,1,1.25,0.359409,0.08226,0.08226,0.00632,2
C#66293639098169,228,305.47,8,9.8,0.504654,0.490056,0.490056,0.074741,4
C#79373269249106,140,270.34,3,10.8,0.427087,0.227893,0.227893,0.012032,2
C#21522814311840,149,322.68,1,12.64,0.381726,0.168757,0.168757,0.014489,2
C#85658092567219,145,548.52,4,44.65,0.264987,0.215468,0.215468,0.016991,12
C#658814138726,61,1514.64,8,215.17,0.498894,0.160192,0.160192,0.093461,5
C#45520938660309,219,291.69,12,2.45,0.237637,0.592708,0.592708,0.049615,2
C#7487061209584,148,164.09,4,15.81,0.692583,0.199813,0.199813,0.007475,2
C#35559757832358,156,300.03,3,21.79,0.100835,0.28507,0.28507,0.392403,5
C#11334515015716,117,224.18,3,26.66,0.570569,0.098753,0.098753,0.008328,3
C#55710903196457,139,214.84,4,12.59,0.521539,0.100691,0.100691,0.014448,3
C#25091100869640,93,221.48,3,17.26,0.316215,0.243487,0.243487,0.014088,1
C#99903337301441,106,198.09,4,14.82,0.562976,0.240719,0.240719,0.014977,2
C#29127025239550,329,247.22,7,7.58,0.463045,0.558551,0.558551,0.043816,2
C#34745904968039,168,234.52,5,15.48,0.087915,0.234014,0.234014,0.33929,4
C#61935060351175,192,255.9,3,28.63,0.092876,0.323642,0.323642,0.404294,3
C#12738025299186,101,499.92,2,30.28,0.703676,0.146325,0.146325,0.017837,7
C#58096477332871,173,151.07,4,15.07,0.157332,0.198082,0.198082,0.33325,5
C#45417598816251,115,222.69,3,23.17,0.433188,0.190376,0.190376,0.0158,2
C#11827991364325,139,404.05,9,6.69,0.296187,0.584191,0.584191,0.045506,4
C#9772768164706,114,450.62,3,47.66,0.539076,0.251991,0.251991,0.023359,11
C#58939383504338,155,125.95,4,14.46,0.601042,0.211333,0.211333,0.010047,1
C#31389926900485,122,309.91,2,17.37,0.153828,0.207676,0.207676,0.511356,2
C#37457957139387,340,199.3,11,4.92,0.304347,0.845677,0.845677,0.058085,3
C#96534003349491,119,118.15,2,1.46,0.163794,0.122313,0.122313,0.009749,2
C#34864854511263,166,241.88,3,24.98,0.152489,0.226222,0.226222,0.298307,3
C#27397782969925,126,221.09,5,19.82,0.643958,0.190513,0.190513,0.014755,2
C#99975790643850,147,165.73,1,0.94,0.444996,0.074323,0.074323,0.0099,2
C#74389544741459,148,1398.09,6,181.82,0.246191,0.189365,0.189365,0.121531,6
C#44650285447864,125,338.96,5,56.6,0.648599,0.227364,0.227364,0.027853,9
C#21354353640943,237,450.07,12,7.66,0.394832,0.7768,0.7768,0.025363,1
C#74863277258961,106,164.67,4,15.95,0.561063,0.166313,0.166313,0.015235,2
C#45989522232237,121,270.36,5,9.87,0.627244,0.199116,0.199116,0.022624,2
C#28328608152962,115,304.76,3,42.27,0.546761,0.313287,0.313287,0.018512,8
C#57468363820519,148,191.02,3,13.87,0.616913,0.111156,0.111156,0.011208,3
C#60084953454352,180,204.58,5,12.6,0.124878,0.303333,0.303333,0.136451,3
C#61602871855252,144,209.95,3,18.93,0.531621,0.289425,0.289425,0.01332,2
C#9790502240268,68,268.87,3,25.74,0.078343,0.199233,0.199233,0.302525,4
C#3779087927263,177,267.18,3,21.68,0.098418,0.264427,0.264427,0.341036,5
C#74784603984805,178,412.44,8,17.48,0.391313,0.829216,0.829216,0.05797,3
C#86660555709179,178,297.77,5,16.77,0.169805,0.27113,0.27113,0.320566,4
C#51079361663722,252,282.47,10,17.29,0.358742,0.29528,0.29528,0.088534,3
C#47522671664517,47,311.82,3,15.75,0.347837,0.170526,0.170526,0.015502,1
C#45772114166437,139,1461.15,5,345.43,0.531093,0.146982,0.146982,0.091631,2
C#90834208260165,137,383.63,4,75.97,0.521811,0.182613,0.182613,0.026127,8
C#4122829452193,118,85.5,3,7.85,0.337877,0.17748,0.17748,0.018577,4
C#78335102730625,235,1547.38,6,197.7,0.258525,0.18502,0.18502,0.074235,5
C#78117504282170,177,206.91,4,9.72,0.566189,0.231751,0.231751,0.009447,2
C#90934750844728,222,314.31,4,31.79,0.119895,0.245316,0.245316,0.471846,4
C#86514337197920,225,180.95,7,1.87,0.467614,0.675104,0.675104,0.020565,2
C#60544148804441,113,1772.88,4,277.76,0.372344,0.126573,0.126573,0.084182,6
C#48812267373906,123,119.86,1,0.97,0.733794,0.151285,0.151285,0.005712,2
C#31445384249125,136,161.78,1,22.61,0.463087,0.232734,0.232734,0.010388,2
C#89071777745910,141,140.36,1,1.51,0.351328,0.157649,0.157649,0.010348,2
C#20927240779665,107,130.38,2,0.26,0.267379,0.071254,0.071254,0.009695,3
C#3593658215463,100,71.56,2,1.25,0.486314,0.114653,0.114653,0.009632,3
C#24868905811814,135,245.47,3,16.51,0.514343,0.127387,0.127387,0.015338,3
C#16979086843987,101,131.79,4,23.26,0.105251,0.253998,0.253998,0.308371,3
C#64707854620794,249,356.46,9,12.32,0.333015,0.237641,0.237641,0.04846,2
C#1375586996772,146,153.02,1,0.62,0.491212,0.09927,0.09927,0.008663,1
C#40774728386662,122,154.71,2,1.5,0.44685,0.062432,0.062432,0.009405,2
C#4285193300452,199,1216.25,10,140.88,0.407405,0.087672,0.087672,0.085915,7
C#9643195367665,135,1694.74,6,158.85,0.517596,0.173773,0.173773,0.04879,5
C#75037552488681,79,81.83,1,1.39,0.370253,0.13187,0.13187,0.011723,1
C#64988178182280,155,153.08,6,13.99,0.28869,0.233144,0.233144,0.005104,2
C#42290210663129,98,352.12,4,47.9,0.339844,0.248957,0.248957,0.02745,9
C#55701668073302,136,168.73,3,14.79,0.387168,0.246578,0.246578,0.017532,1
C#91777154417203,136,218.62,4,7.78,0.267854,0.134081,0.134081,0.010805,2
C#53974564754361,147,91.8,1,0.99,0.492587,0.097137,0.097137,0.00756,2
C#50438750606343,189,375.96,2,18.85,0.154431,0.166989,0.166989,0.239811,3
C#38730342080668,99,178.07,3,6.54,0.513814,0.179195,0.179195,0.010925,3
C#98995425535080,140,133.2,2,13.56,0.34296,0.204916,0.204916,0.013404,2
C#90387517896308,179,1866.39,8,283.98,0.491165,0.176969,0.176969,0.061575,8
C#61152328800247,117,246.39,3,12.64,0.299524,0.215685,0.215685,0.008101,2
C#16564393769348,194,142.33,4,25.02,0.103022,0.20786,0.20786,0.380817,3
C#28033431648586,147,190.52,3,15.49,0.3067,0.185305,0.185305,0.013038,3
C#48941860827795,121,55.38,1,0.77,0.281245,0.125315,0.125315,0.005466,2
C#65919001095954,73,53.23,1,0.96,0.461794,0.08108,0.08108,0.005173,2
C#78657403199371,104,459.88,6,66.68,0.277789,0.206246,0.206246,0.030291,11
C#28706326190630,99,65.34,1,1.15,0.338135,0.132318,0.132318,0.008037,2
C#94710656365702,236,385.55,5,20.67,0.139935,0.187242,0.187242,0.20462,3
C#13851892070028,166,103.48,3,3.93,0.331241,0.190713,0.190713,0.013685,2
C#59302004937142,229,348.42,2,23.8,0.145454,0.20527,0.20527,0.488812,3
C#30571109350311,288,361.49,12,16.91,0.540571,0.648836,0.648836,0.054106,2
C#78754964061149,54,117.85,1,0.8,0.382799,0.109195,0.109195,0.010882,2
C#79353594805230,187,935.08,11,327.98,0.342425,0.175095,0.175095,0.033853,6
C#79620738116881,189,297.19,3,21.5,0.162687,0.220009,0.220009,0.350262,3
